CNTY,COMMON,INTSITE,SP_CODE,ST,YEAR,ab1nd,ab1ndpse,ab1ndse,ab1ndv,ab1ns,angs,c,hrsfs,month,name,s,site
111,"YELLOWFIN CROAKER",211,"8835441105",6,2003,0.25,100,0.25,0.0625,2,8,"111",26.5,1,"Ormond Beach","211","111 211 Ormond Beach",
111,"BARRED SURFPERCH",211,"8835600702",6,2003,0.375,70.147237441,0.2630521404,0.0691964286,3,8,"111",26.5,1,"Ormond Beach","211","111 211 Ormond Beach",
111,"PACIFIC SARDINE",1,"8747010301",6,2004,0.1470588235,81.872036148,0.1204000532,0.0144961728,5,34,"111",90.3,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2004,0.25,88.662069493,0.2216551737,0.049131016,8.5,34,"111",90.3,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"CALIFORNIA CORBINA",1,"8835440607",6,2004,0.0294117647,100,0.0294117647,0.0008650519,1,34,"111",90.3,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2004,0.0882352941,73.626594522,0.0649646422,0.0042204047,3,34,"111",90.3,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2004,0.0294117647,100,0.0294117647,0.0008650519,1,34,"111",90.3,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BROWN ROCKFISH",103,"8826010103",6,2004,0.3333333333,100,0.3333333333,0.1111111111,1,3,"111",9,1,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"KELP BASS",103,"8835021602",6,2004,0.3333333333,50,0.1666666667,0.0277777778,1,3,"111",9,1,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"OPALEYE",103,"8835510201",6,2004,0.3333333333,50,0.1666666667,0.0277777778,1,3,"111",9,1,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"BLACK PERCH",103,"8835600302",6,2004,2.3333333333,28.571428571,0.6666666667,0.4444444444,7,3,"111",9,1,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"SILVERSIDE FAMILY",223,"8805020000",6,2004,2.8555689103,53.785352733,1.5358778109,2.3589206501,22.844551282,8,"111",24.7,1,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"PILE PERCH",309,"8835600601",6,2004,0.8333333333,100,0.8333333333,0.6944444444,1.6666666667,2,"111",5,1,"San Buenaventura Small Jetties","309","111 309 San Buenaventura S",
111,"BARRED SURFPERCH",309,"8835600702",6,2004,2.5,100,2.5,6.25,5,2,"111",5,1,"San Buenaventura Small Jetties","309","111 309 San Buenaventura S",
111,"CALICO SURFPERCH",309,"8835600703",6,2004,0.8333333333,100,0.8333333333,0.6944444444,1.6666666667,2,"111",5,1,"San Buenaventura Small Jetties","309","111 309 San Buenaventura S",
111,"PACIFIC SARDINE",1,"8747010301",6,2005,0.1,100,0.1,0.01,2,20,"111",43.9,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2005,1.945,36.417189945,0.7083143444,0.5017092105,38.9,20,"111",43.9,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"GRASS ROCKFISH",1,"8826010154",6,2005,0.05,100,0.05,0.0025,1,20,"111",43.9,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2005,0.95,38.08738351,0.3618301433,0.1309210526,19,20,"111",43.9,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"SILVER SURFPERCH",1,"8835600402",6,2005,0.05,100,0.05,0.0025,1,20,"111",43.9,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2005,0.2566666667,39.807394185,0.1021723117,0.0104391813,5.1333333333,20,"111",43.9,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"CABEZON",212,"8831023101",6,2005,2.25,100,2.25,5.0625,4.5,2,"111",3.5,1,"Bass Rock","212","111 212 Bass Rock",
111,"BLACK PERCH",212,"8835600302",6,2005,1.5,100,1.5,2.25,3,2,"111",3.5,1,"Bass Rock","212","111 212 Bass Rock",
111,"WALLEYE SURFPERCH",212,"8835600401",6,2005,2.75,45.454545455,1.25,1.5625,5.5,2,"111",3.5,1,"Bass Rock","212","111 212 Bass Rock",
111,"BARRED SURFPERCH",212,"8835600702",6,2005,0.5,100,0.5,0.25,1,2,"111",3.5,1,"Bass Rock","212","111 212 Bass Rock",
111,"TOPSMELT",1,"8805020101",6,2006,0.2952380952,100,0.2952380952,0.0871655329,2.0666666667,7,"111",8.7,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2006,0.1476190476,100,0.1476190476,0.0217913832,1.0333333333,7,"111",8.7,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2006,1.3047619048,64.955301705,0.8475120318,0.718276644,9.1333333333,7,"111",8.7,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"YELLOWFIN CROAKER",22,"8835441105",6,2006,6,.,.,0,6,1,"111",2.1,1,"Rincon","22","111  22 Rincon",
111,"BROWN ROCKFISH",103,"8826010103",6,2006,0.5,100,0.5,0.25,2,4,"111",9.7,1,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"RUBBERLIP SEAPERCH",103,"8835600602",6,2006,0.25,100,0.25,0.0625,1,4,"111",9.7,1,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"SURFPERCH FAMILY",219,"8835600000",6,2006,0.1805555556,72.760687511,0.1313734636,0.0172589869,3.25,18,"111",58,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2006,0.0864197531,100,0.0864197531,0.0074683737,1.5555555556,18,"111",58,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",219,"8835600702",6,2006,0.0555555556,100,0.0555555556,0.0030864198,1,18,"111",58,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"BLACK PERCH",309,"8835600302",6,2006,0.5,100,0.5,0.25,1,2,"111",1.2,1,"San Buenaventura Small Jetties","309","111 309 San Buenaventura S",
111,"BARRED SURFPERCH",1,"8835600702",6,2007,0.25,100,0.25,0.0625,1,4,"111",5.7,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"OPALEYE",103,"8835510201",6,2007,0.2,100,0.2,0.04,1,5,"111",14.5,1,"Ventura Harbor North Jetty","103","111 103 Ventura Harbor Nor",
111,"BARRED SURFPERCH",210,"8835600702",6,2007,3,.,.,0,3,1,"111",2,1,"Hollywood Beach","210","111 210 Hollywood Beach",
111,"WHITE CROAKER",219,"8835440201",6,2007,0.1939393939,68.138514387,0.1321474218,0.0174629411,2.9090909091,15,"111",32.4,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"YELLOWFIN CROAKER",308,"8835441105",6,2007,2,.,.,0,4,2,"111",16,1,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"BLACK PERCH",308,"8835600302",6,2007,0.5,.,.,0,1,2,"111",16,1,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"SHARPNOSE SEAPERCH",402,"8835600502",6,2007,1.5,.,.,0,3,2,"111",4,1," ","402","111 402",
111,"TOPSMELT",1,"8805020101",6,2008,0.0625,53.748384989,0.0335927406,0.0011284722,1,16,"111",36.2,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2008,0.6875,82.399728975,0.5664981367,0.3209201389,11,16,"111",36.2,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",22,"8835600702",6,2009,3,100,3,9,9,3,"111",4.5,1,"Rincon","22","111  22 Rincon",
111,"DUNGENESS CRAB",219,"6188030104",6,2009,0.431372549,100,0.431372549,0.186082276,1.2941176471,3,"111",12.2,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"HERRING FAMILY",219,"8747010000",6,2009,3.4509803922,100,3.4509803922,11.909265667,10.352941176,3,"111",12.2,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",219,"8805020601",6,2009,3.4509803922,100,3.4509803922,11.909265667,10.352941176,3,"111",12.2,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"WHITE CROAKER",219,"8835440201",6,2009,0.862745098,100,0.862745098,0.7443291042,2.5882352941,3,"111",12.2,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2009,1.7254901961,100,1.7254901961,2.9773164168,5.1764705882,3,"111",12.2,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"BLACK PERCH",305,"8835600302",6,2009,1,100,1,1,3,3,"111",12,1,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"PACIFIC SARDINE",1,"8747010301",6,2010,5,100,5,25,25,5,"111",9.5,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2010,0.8,100,0.8,0.64,4,5,"111",9.5,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2010,1,100,1,1,5,5,"111",9.5,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",219,"8805020601",6,2010,0.6428571429,100,0.6428571429,0.4132653061,4.5,7,"111",19,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2010,0.6428571429,100,0.6428571429,0.4132653061,4.5,7,"111",19,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",1,"8805020601",6,2011,0.75,100,0.75,0.5625,3,4,"111",6.5,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2011,0.25,100,0.25,0.0625,1,4,"111",6.5,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",105,"8835600401",6,2011,1,.,.,0,1,1,"111",0.7,1,"Ventura Harbor South Jetty","105","111 105 Ventura Harbor Sou",
111,"BARRED SURFPERCH",201,"8835600702",6,2011,1.6666666667,72.111025509,1.2018504252,1.4444444444,5,3,"111",8.7,1,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"BARRED SURFPERCH",210,"8835600702",6,2011,8.3333333333,8,0.6666666667,0.4444444444,25,3,"111",8,1,"Hollywood Beach","210","111 210 Hollywood Beach",
111,"CANCER GENUS",219,"6188030100",6,2011,0.2631578947,100,0.2631578947,0.0692520776,5,19,"111",63.1,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"SURFPERCH FAMILY",219,"8835600000",6,2011,0.1578947368,100,0.1578947368,0.0249307479,3,19,"111",63.1,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",305,"8835600702",6,2011,5,100,5,25,10,2,"111",6.5,1,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"JACKSMELT",402,"8805020601",6,2011,4,.,.,0,4,1,"111",3,1," ","402","111 402",
111,"WALLEYE SURFPERCH",402,"8835600401",6,2011,6,.,.,0,6,1,"111",3,1," ","402","111 402",
111,"JACKSMELT",1,"8805020601",6,2012,0.0588235294,100,0.0588235294,0.0034602076,1,17,"111",34.6,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2012,0.1176470588,100,0.1176470588,0.0138408304,2,17,"111",34.6,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2012,0.0588235294,100,0.0588235294,0.0034602076,1,17,"111",34.6,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"GRASS ROCKFISH",105,"8826010154",6,2012,0.5,.,.,0,1,2,"111",4,1,"Ventura Harbor South Jetty","105","111 105 Ventura Harbor Sou",
111,"RUBBERLIP SEAPERCH",105,"8835600602",6,2012,1.5,.,.,0,3,2,"111",4,1,"Ventura Harbor South Jetty","105","111 105 Ventura Harbor Sou",
111,"BARRED SURFPERCH",219,"8835600702",6,2012,0.1481481481,100,0.1481481481,0.0219478738,2.6666666667,18,"111",46.5,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"WHITE CROAKER",305,"8835440201",6,2012,0.5,100,0.5,0.25,1,2,"111",1.8,1,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"SPINY LOBSTER",307,"6182010103",6,2012,0.5555555556,100,0.5555555556,0.3086419753,1.6666666667,3,"111",5.3,1,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"KELP ROCKFISH",307,"8826010142",6,2012,0.5555555556,100,0.5555555556,0.3086419753,1.6666666667,3,"111",5.3,1,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"PACIFIC SANDDAB",307,"8857030101",6,2012,0.6666666667,70.710678119,0.4714045208,0.2222222222,2,3,"111",5.3,1,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"JACKSMELT",1,"8805020601",6,2013,0.0555555556,100,0.0555555556,0.0030864198,1,18,"111",34.3,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",219,"8835600702",6,2013,0.24,53.91424702,0.1293941928,0.0167428571,3.6,15,"111",39.6,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"CALICO SURFPERCH",219,"8835600703",6,2013,0.0866666667,68.138514387,0.0590533791,0.0034873016,1.3,15,"111",39.6,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"GRASS ROCKFISH",223,"8826010154",6,2013,0.24,100,0.24,0.0576,1.2,5,"111",11.5,1,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"RUBBERLIP SEAPERCH",305,"8835600602",6,2013,0.4166666667,57.735026919,0.2405626122,0.0578703704,1.6666666667,4,"111",10,1,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"JACKSMELT",1,"8805020601",6,2014,0.1428571429,100,0.1428571429,0.0204081633,3,21,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",1,"8835600702",6,2014,0.1428571429,100,0.1428571429,0.0204081633,3,21,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",201,"8835600702",6,2014,1,57.735026919,0.5773502692,0.3333333333,4,4,"111",10.4,1,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"WHITE SEAPERCH",209,"8835600501",6,2014,0.2,61.23724357,0.1224744871,0.015,1,5,"111",11.8,1,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",209,"8835600702",6,2014,2.8,54.339728767,1.5215124055,2.315,14,5,"111",11.8,1,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",210,"8835600702",6,2014,1,.,.,0,1,1,"111",1,1,"Hollywood Beach","210","111 210 Hollywood Beach",
111,"BARRED SURFPERCH",212,"8835600702",6,2014,1.2,25,0.3,0.09,6,5,"111",20.6,1,"Bass Rock","212","111 212 Bass Rock",
111,"PACIFIC SARDINE",219,"8747010301",6,2014,0.3125,100,0.3125,0.09765625,5,31,"111",.,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"LIZARDFISH FAMILY",219,"8762020000",6,2014,0.0322580645,69.522178715,0.0224265093,0.0005029483,1,31,"111",.,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"JACKSMELT",219,"8805020601",6,2014,0.2217741935,60.497478489,0.134167795,0.0180009972,5,31,"111",.,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"WHITE CROAKER",219,"8835440201",6,2014,0.064516129,69.522178715,0.0448530185,0.0020117933,2,31,"111",.,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"WALLEYE SURFPERCH",219,"8835600401",6,2014,0.0322580645,69.522178715,0.0224265093,0.0005029483,1,31,"111",.,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"BARRED SURFPERCH",219,"8835600702",6,2014,0.6451612903,39.890475054,0.2573579036,0.0662330905,20,31,"111",.,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",1,"8850030301",6,2015,0.625,48.795003647,0.3049687728,0.0930059524,5,8,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",219,"8835600702",6,2015,0.2727272727,100,0.2727272727,0.0743801653,3,63,"111",.,1,"Ventura Pier","219","111 219 Ventura Pier",
111,"TRUE CRABS",1,"6188000000",6,2016,0.0512820513,69.774071492,0.0357815751,0.0012803211,2,39,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BROWN ROCK CRAB",1,"6188030102",6,2016,0.04,100,0.04,0.0016,1,39,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"YELLLOW ROCK CRAB",1,"6188030109",6,2016,0.04,100,0.04,0.0016,1,39,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACKSMELT",1,"8805020601",6,2016,1.6041025641,38.223820923,0.6131492915,0.3759520537,62,39,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"JACK MACKEREL",1,"8835280101",6,2016,0.04,100,0.04,0.0016,1,39,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"SURFPERCH FAMILY",1,"8835600000",6,2016,0.08,100,0.08,0.0064,2,39,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,2016,0.358974359,48.5282869,0.1742041068,0.0303470708,14,39,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"CHUB (PACIFIC) MACKEREL",1,"8850030301",6,2016,1.2820512821,42.688590858,0.5472896264,0.2995259352,50,39,"111",.,1,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"BARRED SURFPERCH",220,"8835600702",6,2016,1,.,.,0,1,1,"111",.,1,"Silver Strand","220","111 220 Silver Strand",
111,"JACKSMELT",223,"8805020601",6,2016,3.5,100,3.5,12.25,7,3,"111",.,1,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"CHUB (PACIFIC) MACKEREL",223,"8850030301",6,2016,0.3333333333,50,0.1666666667,0.0277777778,1,3,"111",.,1,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"OPALEYE",305,"8835510201",6,2016,0.125,100,0.125,0.015625,1,8,"111",.,1,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"BOCACCIO",104,"8826010127",6,1981,0.3333333333,.,.,-3.08546E-18,1,3,"111",4,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"ROSY ROCKFISH",104,"8826010132",6,1981,0.3333333333,.,.,-3.08546E-18,1,3,"111",4,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"GREENSPOTTED ROCKFISH",104,"8826010143",6,1981,3.3333333333,5.9619195E-7,1.9873065E-8,3.949387E-16,10,3,"111",4,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"STARRY ROCKFISH",104,"8826010144",6,1981,0.6666666667,.,.,-1.23418E-17,2,3,"111",4,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"SHARPNOSE SEAPERCH",104,"8835600502",6,1981,0.3333333333,.,.,-3.08546E-18,1,3,"111",4,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"CHUB (PACIFIC) MACKEREL",104,"8850030301",6,1981,0.3333333333,.,.,-3.08546E-18,1,3,"111",4,2,"Channel Islands Harbor South Jetty","104","111 104 Channel Islands Ha",
111,"BARRED SURFPERCH",204,"8835600702",6,1981,1.2111111111,35.594506175,0.4310890192,0.1858377425,18.166666667,15,"111",41,2,"No Name","204","111 204 No Name",
111,"BARRED SURFPERCH",208,"8835600702",6,1981,2.0833333333,4,0.0833333333,0.0069444444,4.1666666667,2,"111",5,2,"No Name","208","111 208 No Name",
111,"CABEZON",209,"8831023101",6,1981,0.0789473684,100,0.0789473684,0.006232687,1.5,19,"111",47,2,"Solimar","209","111 209 Solimar",
111,"SURFPERCH FAMILY",209,"8835600000",6,1981,0.2105263158,100,0.2105263158,0.0443213296,4,19,"111",47,2,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",209,"8835600702",6,1981,1.0701754386,52.51772671,0.5620318122,0.3158797579,20.333333333,19,"111",47,2,"Solimar","209","111 209 Solimar",
111,"PACIFIC BONITO",209,"8850030201",6,1981,0.0526315789,100,0.0526315789,0.0027700831,1,19,"111",47,2,"Solimar","209","111 209 Solimar",
111,"JACKSMELT",214,"8805020601",6,1981,0.5,100,0.5,0.25,1,3,"111",4.5,2,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"WHITE CROAKER",214,"8835440201",6,1981,3.3333333333,50,1.6666666667,2.7777777778,10,3,"111",4.5,2,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"SURFPERCH FAMILY",214,"8835600000",6,1981,0.5,100,0.5,0.25,1,3,"111",4.5,2,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"BARRED SURFPERCH",214,"8835600702",6,1981,0.6666666667,50,0.3333333333,0.1111111111,2,3,"111",4.5,2,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"TOPSMELT",302,"8805020101",6,1981,0.2631578947,100,0.2631578947,0.0692520776,5,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC STAGHORN SCULPIN",302,"8831021801",6,1981,0.0526315789,100,0.0526315789,0.0027700831,1,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",302,"8835440201",6,1981,2.4887218045,39.468369626,0.9822579208,0.9648306229,47.285714286,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"SURFPERCH FAMILY",302,"8835600000",6,1981,0.1578947368,72.860428048,0.1150427811,0.0132348415,3,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"8835600200=?",302,"8835600200",6,1981,0.1052631579,100,0.1052631579,0.0110803324,2,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"SHINER PERCH",302,"8835600201",6,1981,0.1278195489,100,0.1278195489,0.0163378371,2.4285714286,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"WALLEYE SURFPERCH",302,"8835600401",6,1981,1.1015037594,58.1843144,0.6409024105,0.4107558998,20.928571429,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"BARRED SURFPERCH",302,"8835600702",6,1981,0.1052631579,70.710678119,0.0744322928,0.0055401662,2,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"CALICO SURFPERCH",302,"8835600703",6,1981,0.0639097744,100,0.0639097744,0.0040844593,1.2142857143,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC POMPANO (BUTTERFISH)",302,"8851030101",6,1981,0.0639097744,100,0.0639097744,0.0040844593,1.2142857143,19,"111",67.5,2,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",303,"8805020601",6,1981,0.0889328063,61.262438898,0.0544824061,0.0029683326,2,23,"111",76,2,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"PACIFIC STAGHORN SCULPIN",303,"8831021801",6,1981,0.0909090909,100,0.0909090909,0.0082644628,2,23,"111",76,2,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WHITE CROAKER",303,"8835440201",6,1981,0.2048748353,61.649188225,0.1263036728,0.0159526178,4.6666666667,23,"111",76,2,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
